Ett modernare utsökningsförfarande;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utsökningsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Är//VB|PRS|AKT//cop//22 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//22 inte//AB//advmod//22 lämpligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//2 att//SN//mark//27 staten//NN|UTR|SIN|DEF|NOM//nsubj//27 som//KN//obj//27 borgenär//NN|UTR|SIN|IND|NOM//nsubj//27 förfinar//VB|PRS|AKT//csubj//22 sitt//PS|NEU|SIN|DEF//nmod:poss//29 urval//NN|NEU|SIN|IND|NOM//obj//27 av//PP//case//32 vilka//HD|UTR/NEU|PLU|IND//det//32 fordringar//NN|UTR|PLU|IND|NOM//nmod//29 som//HP|-|-|-//nsubj//35 ska//VB|PRS|AKT//aux//35 bli//VB|INF|AKT//acl:relcl//32 föremål//NN|NEU|SIN|IND|NOM//xcomp//35 för//PP//case//38 exekution//NN|UTR|SIN|IND|NOM//nmod//36 ?//MID//punct//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Är//VB|PRS|AKT//cop//42 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//42 lämpligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//42 att//SN//mark//48 staten//NN|UTR|SIN|DEF|NOM//nsubj//48 som//KN//case//47 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//47 borgenärer//NN|UTR|PLU|IND|NOM//nmod//44 får//VB|PRS|AKT//csubj//42 ett//DT|NEU|SIN|IND//det//51 sekundärt//JJ|POS|NEU|SIN|IND|NOM//amod//51 ansvar//NN|NEU|SIN|IND|NOM//obj//48 för//PP//case//53 förrättningskostnader//NN|UTR|PLU|IND|NOM//nmod//51 ?//MID//punct//42
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;(//PAD//punct//60 Erfarenhetsmässigt//AB|POS//advmod//60 är//VB|PRS|AKT//cop//60 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//60 mycket//AB|POS//advmod//60 välgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//appos//42 för//PP//mark//63 att//IE//mark//63 bestämma//VB|INF|AKT//advcl//60 processviljan//NN|UTR|SIN|DEF|NOM//obj//63 på//PP//case//66 sökandesidan//NN|UTR|SIN|DEF|NOM//nmod//64 att//IE//mark//68 låta//VB|INF|AKT//xcomp//63 denne//PN|MAS|SIN|DEF|SUB/OBJ//obj//68 förstå//VB|INF|AKT//xcomp//68 att//SN//mark//74 kostnader//NN|UTR|PLU|IND|NOM//nsubj//74 kan//VB|PRS|AKT//aux//74 uppkomma//VB|INF|AKT//ccomp//70 när//HA//mark//79 processen//NN|UTR|SIN|DEF|NOM//nsubj//79 inte//AB//advmod//79 kan//VB|PRS|AKT//aux//79 leda//VB|INF|AKT//advcl//74 till//PP//case//81 framgång//NN|UTR|SIN|IND|NOM//obl//79 )//PAD//punct//60 .//MAD//punct//42
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Därtill//AB//advmod//2 måste//VB|PRS|AKT//aux//2 beaktas//VB|INF|SFO//ROOT//2 den//DT|UTR|SIN|DEF//det//5 avsevärda//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//5 risken//NN|UTR|SIN|DEF|NOM//nsubj:pass//2 att//SN//mark//16 staten//NN|UTR|SIN|DEF|NOM//nsubj//16 genom//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod//7 (//PAD//punct//9 till//PP//case//14 hälften//NN|UTR|SIN|DEF|NOM//amod//14 missriktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 utsökningsmål//NN|NEU|PLU|IND|NOM//nmod//9 )//PAD//punct//7 riskerar//VB|PRS|AKT//acl//5 att//IE//mark//18 driva//VB|INF|AKT//xcomp//16 medborgare//NN|UTR|PLU|IND|NOM//obj//18 till//PP//case//21 skuld-//NN|UTR|-|-|SMS//obl//18 och//KN//cc//23 överskuldsättning//NN|UTR|SIN|IND|NOM//conj//21 i//PP//case//26 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 grad//NN|UTR|SIN|IND|NOM//nmod//23 .//MAD//punct//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Överskuldsatta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//advmod//29 gäldenärer//NN|UTR|PLU|IND|NOM//nsubj//30 har//VB|PRS|AKT//parataxis//2 praktiskt//AB|POS//advmod//34 taget//PC|PRF|NEU|SIN|IND|NOM//fixed//31 alltid//AB//advmod//34 skulder//NN|UTR|PLU|IND|NOM//obj//30 till//PP//case//37 det//DT|NEU|SIN|DEF//det//37 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//34 .//MAD//punct//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;En//DT|UTR|SIN|IND//det//1 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 ända//NN|UTR|SIN|IND|NOM//advmod//6 av//PP//case//5 samma//DT|UTR/NEU|SIN/PLU|IND//det//5 garn//NN|NEU|SIN|IND|NOM//nmod//2 gäller//VB|PRS|AKT//ROOT//6 de//DT|UTR/NEU|PLU|DEF//det//8 förrättningsavgifter//NN|UTR|PLU|IND|NOM//nsubj//6 som//HP|-|-|-//nsubj:pass//10 erläggs//VB|PRS|SFO//acl:relcl//8 i//PP//case//12 e-mål//PM|NOM//obl//10 .//MID//punct//6
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Som//HP|-|-|-//mark//15 framgår//VB|PRS|AKT//parataxis//6 av//PP//case//17 beräkningarna//NN|UTR|PLU|DEF|NOM//obl//15 ovan//AB//advmod//19 kostar//VB|PRS|AKT//advcl//15 verkställighet//NN|UTR|SIN|IND|NOM//obj//19 i//PP//case//22 e-mål//PM|NOM//obl//19 351//RG|NOM//nummod//24 miljoner//NN|UTR|PLU|IND|NOM//obl//19 kr.//NN|AN//nmod//26 Förrättningsavgifter//NN|UTR|PLU|IND|NOM//nsubj//27 inflyter//VB|PRS|AKT//conj//15 med//PP//case//30 625//RG|NOM//nummod//30 miljoner//NN|UTR|PLU|IND|NOM//obl//27 kr.//NN|AN//nmod//32 Verksamheten//NN|UTR|SIN|DEF|NOM//obj//27 överfinansieras//VB|PRS|SFO//acl//32 med//PP//case//37 ca//AB|AN//advmod//36 275//RG|NOM//nummod//37 miljoner//NN|UTR|PLU|IND|NOM//obl//33 kr.//NN|AN//punct//6
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Varifrån//HA//advmod//28 (//PAD//punct//0 från//PP//case//3 vem//HP|UTR|SIN|IND//obl//5 )//PAD//punct//3 kommer//VB|PRS|AKT//parataxis//0 dessa//DT|UTR/NEU|PLU|DEF//det//7 pengar//NN|UTR|PLU|IND|NOM//nsubj//5 ?//MID//punct//5
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Här//AB//advmod//10 gäller//VB|PRS|AKT//conj//5 att//SN//mark//14 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 borgenärer//NN|UTR|PLU|IND|NOM//nsubj//14 har//VB|PRS|AKT//csubj//10 ett//DT|NEU|SIN|IND//det//17 sekundärt//JJ|POS|NEU|SIN|IND|NOM//amod//17 ansvar//NN|NEU|SIN|IND|NOM//obj//14 för//PP//case//19 förrättningskostnaderna//NN|UTR|PLU|DEF|NOM//nmod//17 när//HA//mark//24 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//nsubj:pass//24 inte//AB//advmod//24 kan//VB|PRS|AKT//aux//24 uttagas//VB|INF|SFO//advcl//14 av//PP//case//26 gäldenären//NN|UTR|SIN|DEF|NOM//obl:agent//24 .//MAD//punct//5
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Undersökningar//NN|UTR|PLU|IND|NOM//nsubj//33 som//HP|-|-|-//nsubj:pass//30 gjorts//VB|SUP|SFO//acl:relcl//28 i//PP//case//32 borgenärskretsen//NN|UTR|SIN|DEF|NOM//obl//30 visar//VB|PRS|AKT//ROOT//33 att//SN//mark//42 ungefär//AB//advmod//36 25//RG|NOM//nummod//37 %//NN|AN//nsubj:pass//42 av//PP//case//39 avgifterna//NN|UTR|PLU|DEF|NOM//nmod//37 inte//AB//advmod//42 kan//VB|PRS|AKT//aux//42 uttagas//VB|INF|SFO//ccomp//33 av//PP//case//44 gäldenärerna//NN|UTR|PLU|DEF|NOM//obl:agent//42 i//PP//case//47 anhängiggjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//47 exekutionsmål//NN|NEU|PLU|IND|NOM//nmod//44 ,//MID//punct//53 utan//KN//cc//53 där//AB//advmod//53 får//VB|PRS|AKT//aux//53 borgenären//NN|UTR|SIN|DEF|NOM//nsubj//53 svara//VB|INF|AKT//conj//42 för//PP//case//55 kostnaderna//NN|UTR|PLU|DEF|NOM//obl//53 .//MAD//punct//33
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Det//DT|NEU|SIN|DEF//det//1 sagda//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//2 leder//VB|PRS|AKT//nsubj:pass//21 till//PP//mark//13 att//IE//mark//13 av//PP//case//8 det//DT|NEU|SIN|DEF//det//8 överfinansierade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//8 beloppet//NN|NEU|SIN|DEF|NOM//obl//13 ungefär//AB//advmod//10 205//RG|NOM//nummod//11 miljoner//NN|UTR|PLU|IND|NOM//nmod//12 kr//NN|AN//nsubj:pass//13 erläggs//VB|PRS|SFO//acl//2 av//PP//case//15 gäldenärerna//NN|UTR|PLU|DEF|NOM//obl:agent//13 och//KN//cc//20 knappt//AB|POS//advmod//18 70//RG|NOM//nummod//19 miljoner//NN|UTR|PLU|IND|NOM//nmod//20 kr//NN|AN//conj//15 erläggs//VB|PRS|SFO//ROOT//21 av//PP//case//23 borgenärerna//NN|UTR|PLU|DEF|NOM//obl:agent//21 i//PP//case//26 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 mål//NN|NEU|PLU|IND|NOM//obl//21 utan//PP//mark//31 att//SN//mark//31 dessa//DT|UTR/NEU|PLU|DEF//det//30 pengar//NN|UTR|PLU|IND|NOM//nsubj:pass//31 erfordras//VB|PRS|SFO//advcl//21 för//PP//mark//34 att//IE//mark//34 bedriva//VB|INF|AKT//advcl//31 den//DT|UTR|SIN|DEF//det//37 exekutiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//37 verksamheten//NN|UTR|SIN|DEF|NOM//obj//34 i//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 mål//NN|NEU|PLU|IND|NOM//obl//34 .//MAD//punct//21
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;En//DT|UTR|SIN|IND//det//2 väsentlig//JJ|POS|UTR|SIN|IND|NOM//amod//2 fråga//NN|UTR|SIN|IND|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 om//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 är//VB|PRS|AKT//cop//7 rimligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//7 att//SN//mark//10 gäldenärer//NN|UTR|PLU|IND|NOM//nsubj//10 erlägger//VB|PRS|AKT//csubj//7 så//AB//advmod//12 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 belopp//NN|NEU|PLU|IND|NOM//obj//10 utöver//PP//mark//17 vad//HP|NEU|SIN|IND//obj//17 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//17 kostar//VB|PRS|AKT//acl//13 .//MAD//punct//7
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Pengarna//NN|UTR|PLU|DEF|NOM//nsubj:pass//21 kunde//VB|PRT|AKT//aux//21 användas//VB|INF|SFO//parataxis//7 för//PP//mark//24 att//IE//mark//24 betala//VB|INF|AKT//advcl//21 skulder//NN|UTR|PLU|IND|NOM//obj//24 .//MAD//punct//21
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;En//DT|UTR|SIN|IND//det//2 annan//JJ|POS|UTR|SIN|IND|NOM//amod//2 fråga//NN|UTR|SIN|IND|NOM//ROOT//2 att//IE//mark//4 diskutera//VB|INF|AKT//acl//2 är//VB|PRS|AKT//cop//2 om//SN//mark//9 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//9 är//VB|PRS|AKT//cop//9 rimligt//JJ|POS|NEU|SIN|IND|NOM//acl//2 eller//KN//cc//16 ens//AB//advmod//16 i//PP//case//16 linje//NN|UTR|SIN|IND|NOM//fixed//12 med//PP//fixed//12 de//DT|UTR/NEU|PLU|DEF//det//16 regler//NN|UTR|PLU|IND|NOM//conj//9 som//HP|-|-|-//nsubj//18 finns//VB|PRS|SFO//acl:relcl//16 för//PP//case//20 finansiering//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//23 statlig//JJ|POS|UTR|SIN|IND|NOM//amod//23 verksamhet//NN|UTR|SIN|IND|NOM//nmod//20 och//KN//cc//25 avgiftsuttag//NN|NEU|SIN|IND|NOM//conj//23 .//MAD//punct//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Min//PS|UTR|SIN|DEF//nmod:poss//1 uppfattning//NN|UTR|SIN|IND|NOM//nsubj//2 är//VB|PRS|AKT//ROOT//2 att//SN//mark//6 lagstiftning//NN|UTR|SIN|IND|NOM//nsubj:pass//6 bör//VB|PRS|AKT//aux//6 införas//VB|INF|SFO//ccomp//2 som//HP|-|-|-//nsubj//8 fastställer//VB|PRS|AKT//advcl//6 att//SN//mark//30 staten//NN|UTR|SIN|DEF|NOM//nsubj//30 som//KN//obj//14 borgenär//NN|UTR|SIN|IND|NOM//nsubj//14 ska//VB|PRS|AKT//aux//14 ansvara//VB|INF|AKT//acl:relcl//10 för//PP//case//16 förrättningsavgifter//NN|UTR|PLU|IND|NOM//obl//14 när//HA//mark//21 beloppet//NN|NEU|SIN|DEF|NOM//nsubj:pass//21 inte//AB//advmod//21 kan//VB|PRS|AKT//aux//21 uttagas//VB|INF|SFO//advcl//14 av//PP//case//23 gäldenären//NN|UTR|SIN|DEF|NOM//obl:agent//21 .//MAD//punct//10
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Lagstiftningstekniskt//AB|POS//advmod//30 är//VB|PRS|AKT//cop//30 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//30 en//DT|UTR|SIN|IND//det//30 enkel//JJ|POS|UTR|SIN|IND|NOM//amod//30 åtgärd//NN|UTR|SIN|IND|NOM//ccomp//8 .//MAD//punct//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Statens privilegier;Samtidigt//AB//advmod//34 bör//VB|PRS|AKT//aux//34 övervägas//VB|INF|SFO//parataxis//2 om//SN//case//37 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 borgenärer//NN|UTR|PLU|IND|NOM//obl//34 och//KN//cc//39 gäldenärer//NN|UTR|PLU|IND|NOM//conj//37 även//AB//advmod//41 fortsatt//VB|SUP|AKT//advcl//34 ska//VB|PRS|AKT//aux//43 överfinansiera//VB|INF|AKT//conj//34 Kfms//PM|GEN//amod//46 exekutiva//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 verksamhet//NN|UTR|SIN|IND|NOM//obj//43 .//MAD//punct//34

16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Exekutionstitlar//NN|UTR|PLU|IND|NOM//ROOT//0 som//HP|-|-|-//nsubj//2 får//VB|PRS|AKT//acl:relcl//0 försämrad//PC|PRF|UTR|SIN|IND|NOM//amod//4 ställning//NN|UTR|SIN|IND|NOM//obj//2
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//10 tredskodom//NN|UTR|SIN|IND|NOM//amod//6 och//KN//cc//5 fastställd//PC|PRF|UTR|SIN|IND|NOM//conj//3 förlikning//NN|UTR|SIN|IND|NOM//nsubj//10 endast//AB//advmod//10 ska//VB|PRS|AKT//aux//10 kunna//VB|INF|AKT//aux//10 leda//VB|INF|AKT//ccomp//1 till//PP//case//12 utmätning//NN|UTR|SIN|IND|NOM//obl//10 ,//MID//punct//27 men//KN//cc//27 att//SN//mark//27 försäljning//NN|UTR|SIN|IND|NOM//nsubj//27 av//PP//case//19 utmätt//JJ|POS|UTR|SIN|IND|NOM//amod//19 egendom//NN|UTR|SIN|IND|NOM//nmod//16 (//PAD//punct//16 och//KN//cc//22 redovisning//NN|UTR|SIN|IND|NOM//conj//16 av//PP//case//24 medel//NN|NEU|PLU|IND|NOM//nmod//22 )//PAD//punct//16 ska//VB|PRS|AKT//aux//27 kräva//VB|INF|AKT//conj//1 laga//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 kraft//NN|UTR|SIN|IND|NOM//obj//27 .//MAD//punct//27
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;I//PP//parataxis//27 dag//NN|UTR|SIN|IND|NOM//fixed//31 är//VB|PRS|AKT//punct//1 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//33 tvärtom//AB//advmod//33 .//MAD//punct//1
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;De//DT|UTR/NEU|PLU|DEF//det//39 båda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 exekutionstitlarna//NN|UTR|PLU|DEF|NOM//nsubj//40 ger//VB|PRS|AKT//parataxis//1 i//PP//advmod//40 dag//NN|UTR|SIN|IND|NOM//fixed//41 rätt//NN|UTR|SIN|IND|NOM//obj//40 till//PP//case//46 obruten//JJ|POS|UTR|SIN|IND|NOM//amod//46 exekution//NN|UTR|SIN|IND|NOM//obl//40 och//KN//cc//50 endast//AB//advmod//49 mellankommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//50 domstolsprövning//NN|UTR|SIN|IND|NOM//nsubj//56 som//HP|-|-|-//nsubj//52 leder//VB|PRS|AKT//acl:relcl//50 till//PP//case//54 inhibition//NN|UTR|SIN|IND|NOM//obl//52 kan//VB|PRS|AKT//aux//56 stoppa//VB|INF|AKT//advcl//40 fortsatt//PC|PRF|NEU|SIN|IND|NOM//amod//58 förfarande//NN|NEU|SIN|IND|NOM//obj//56 ,//MID//punct//56 (//PAD//punct//61 undantag//NN|NEU|SIN|IND|NOM//appos//56 i//PP//case//64 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 fall//NN|NEU|PLU|IND|NOM//nmod//61 för//PP//case//69 fast//JJ|POS|UTR|SIN|IND|NOM//amod//69 och//KN//cc//68 dyrbar//JJ|POS|UTR|SIN|IND|NOM//conj//66 egendom//NN|UTR|SIN|IND|NOM//obl//61 )//PAD//punct//61 .//MAD//punct//1
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//73 har//VB|PRS|AKT//parataxis//1 principiell//JJ|POS|UTR|SIN|IND|NOM//amod//75 räckvidd//NN|UTR|SIN|IND|NOM//obj//73 .//MAD//punct//73
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//82 är//VB|PRS|AKT//cop//82 naturligtvis//AB//advmod//82 en//DT|UTR|SIN|IND//det//82 oändlig//JJ|POS|UTR|SIN|IND|NOM//amod//82 skillnad//NN|UTR|SIN|IND|NOM//parataxis//73 för//PP//case//84 den//PN|UTR|SIN|DEF|SUB/OBJ//nmod//82 som//HP|-|-|-//nsubj//87 är//VB|PRS|AKT//cop//87 berättigad//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//84 om//SN//mark//91 hon//PN|UTR|SIN|DEF|SUB//nsubj//91 kan//VB|PRS|AKT//aux//91 påräkna//VB|INF|AKT//advcl//87 att//SN//mark//95 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//95 är//VB|PRS|AKT//cop//95 svaranden//NN|UTR|SIN|DEF|NOM//ccomp//91 i//PP//case//97 målet//NN|NEU|SIN|DEF|NOM//obl//95 som//HP|-|-|-//nsubj//100 ska//VB|PRS|AKT//aux//100 driva//VB|INF|AKT//acl:relcl//97 processen//NN|UTR|SIN|DEF|NOM//obj//100 framåt//AB//advmod//100 och//KN//cc//106 eventuellt//AB|POS//advmod//106 kunna//VB|INF|AKT//aux//106 förhindra//VB|INF|AKT//conj//100 att//SN//mark//111 den//DT|UTR|SIN|DEF//det//109 berättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//nsubj//111 ska//VB|PRS|AKT//aux//111 komma//VB|INF|AKT//ccomp//106 till//PP//case//114 sin//PS|UTR|SIN|DEF//nmod:poss//114 rätt//NN|UTR|SIN|IND|NOM//obl//111 ,//MID//punct//119 eller//KN//cc//119 om//SN//mark//119 motsatsen//NN|UTR|SIN|DEF|NOM//nsubj//119 gäller//VB|PRS|AKT//conj//73 .//MAD//punct//73
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Om//SN//mark//123 ändringsförslaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//123 genomförs//VB|PRS|SFO//advcl//138 tvingas//VB|PRS|SFO//xcomp//123 i//PP//advmod//124 stället//NN|NEU|SIN|DEF|NOM//fixed//125 den//DT|UTR|SIN|DEF//det//129 berättigade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//129 parten//NN|UTR|SIN|DEF|NOM//obl:agent//124 att//IE//mark//131 bära//VB|INF|AKT//acl//129 aktivitetsbördan//NN|UTR|SIN|DEF|NOM//obj//131 i//PP//case//134 målet//NN|NEU|SIN|DEF|NOM//obl//131 ,//MID//punct//138 nämligen//AB//advmod//138 att//IE//mark//138 förmå//VB|INF|AKT//advcl//73 en//DT|UTR|SIN|IND//det//140 domstol//NN|UTR|SIN|IND|NOM//obj//138 att//IE//mark//142 förorda//VB|INF|AKT//acl//140 om//PP//case//145 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//145 verkställighet//NN|UTR|SIN|IND|NOM//obl//142 trots//PP//mark//151 att//SN//mark//151 sakfrågan//NN|UTR|SIN|DEF|NOM//nsubj//151 inte//AB//advmod//151 är//VB|PRS|AKT//cop//151 prövad//PC|PRF|UTR|SIN|IND|NOM//advcl//142 i//PP//case//155 det//DT|NEU|SIN|DEF//det//155 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//155 besvärsmålet//NN|NEU|SIN|DEF|NOM//obl//151 .//MID//punct//73
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//183 som//HP|-|-|-//nsubj:pass//159 tvingats//VB|SUP|SFO//acl:relcl//157 gå//VB|INF|AKT//xcomp//159 till//PP//case//162 domstol//NN|UTR|SIN|IND|NOM//obl//160 för//PP//mark//165 att//IE//mark//165 få//VB|INF|AKT//advcl//160 ut//PL//compound:prt//165 sin//PS|UTR|SIN|DEF//nmod:poss//168 rätt//NN|UTR|SIN|IND|NOM//obj//165 (//PAD//punct//157 och//KN//cc//172 som//HP|-|-|-//nsubj//172 erhållit//VB|SUP|AKT//conj//157 en//DT|UTR|SIN|IND//det//174 tredskodom//NN|UTR|SIN|IND|NOM//obj//172 i//PP//case//177 motpartens//NN|UTR|SIN|DEF|GEN//nmod:poss//177 utevaro//NN|UTR|SIN|IND|NOM//obl//172 eller//KN//cc//179 nått//VB|SUP|AKT//conj//172 en//DT|UTR|SIN|IND//det//181 förlikningsöverenskommelse//NN|UTR|SIN|IND|NOM//obj//179 )//PAD//punct//157 får//VB|PRS|AKT//parataxis//73 en//DT|UTR|SIN|IND//det//187 avsevärt//AB|POS//advmod//186 försämrad//PC|PRF|UTR|SIN|IND|NOM//amod//187 position//NN|UTR|SIN|IND|NOM//obj//183 gentemot//PP//case//189 vad//HP|NEU|SIN|IND//obl//183 som//HP|-|-|-//nsubj//192 nu//AB//advmod//192 gäller//VB|PRS|AKT//acl:relcl//189 .//MAD//punct//183
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//195 föreslår//VB|PRS|AKT//parataxis//183 att//SN//mark//199 ändringen//NN|UTR|SIN|DEF|NOM//nsubj:pass//199 ska//VB|PRS|AKT//aux//199 genomföras//VB|INF|SFO//ccomp//195 av//PP//case//201 regelförenklingsskäl//NN|NEU|PLU|IND|NOM//obl:agent//199 .//MAD//punct//73
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Motiven//NN|NEU|PLU|DEF|NOM//nsubj//7 för//PP//case//3 en//DT|UTR|SIN|IND//det//3 ändring//NN|UTR|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//7 allt//PN|NEU|SIN|IND|SUB/OBJ//advmod//7 för//AB//case//7 klena//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//7 .//MAD//punct//7
16.16.2 Förslaget att Kronofogdemyndigheten ska vara part i mål som avser överklagande av förrättningskostnader / Den exekutiva effektiviteten;Ingen//PN|UTR|SIN|IND|SUB/OBJ//nsubj//17 har//VB|PRS|AKT//aux//17 under//PP//case//13 den//DT|UTR|SIN|DEF//det//13 tid//NN|UTR|SIN|IND|NOM//nmod//14 UB//PM|NOM//advmod//17 varit//VB|SUP|AKT//cop//17 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//17 anfört//VB|SUP|AKT//parataxis//7 eller//KN//cc//19 påvisat//VB|SUP|AKT//conj//17 några//DT|UTR/NEU|PLU|IND//det//21 missförhållanden//NN|NEU|PLU|IND|NOM//obj//19 med//PP//case//24 gällande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//24 rätt//NN|UTR|SIN|IND|NOM//obl//19 .//MID//punct//17
